,pop_mean,pop_sem,eps_mean,eps_sem,het_mean,het_sem,p_het_1,p_het_0,p_pop0,s_wt_mean,s_wt_sem,s_mt_mean,s_mt_sem,a_wt_mean,a_wt_sem,a_mt_mean,a_mt_sem
17,711.12,2.46,399.88,0.18,0.5407,0.0026,0.0,0.0008,0.0,147.97,0.42,208.16,1.65,148.17,0.43,206.83,1.63
18,716.03,2.55,400.17,0.18,0.5429,0.0027,0.0,0.0012,0.0,147.13,0.43,211.24,1.71,147.75,0.45,209.91,1.69
19,719.6,2.63,399.98,0.18,0.5447,0.0027,0.0,0.0014,0.0,146.5,0.44,213.55,1.77,146.94,0.46,212.62,1.74
20,723.43,2.73,399.56,0.17,0.5467,0.0028,0.0,0.002,0.0,145.9,0.46,216.26,1.84,145.71,0.47,215.57,1.8
21,728.15,2.82,399.88,0.18,0.5485,0.0029,0.0,0.0026,0.0,145.19,0.47,219.17,1.89,145.27,0.49,218.53,1.87
22,732.46,2.89,400.22,0.17,0.5502,0.0029,0.0,0.0032,0.0,144.5,0.49,221.89,1.94,144.97,0.51,221.08,1.92
23,735.88,2.98,399.7,0.17,0.552,0.003,0.0002,0.004,0.0,143.81,0.5,224.55,2.0,143.83,0.52,223.69,1.98
24,741.04,3.06,399.79,0.17,0.5548,0.003,0.0002,0.005,0.0,142.97,0.51,227.83,2.05,143.07,0.53,227.17,2.03
25,745.03,3.13,399.85,0.17,0.5565,0.0031,0.0002,0.0056,0.0,142.27,0.53,230.71,2.1,142.51,0.54,229.54,2.08
26,750.45,3.2,400.33,0.17,0.559,0.0032,0.0002,0.0064,0.0,141.42,0.54,233.95,2.15,142.2,0.55,232.88,2.12
27,754.89,3.3,399.84,0.17,0.5612,0.0032,0.0002,0.0076,0.0,140.73,0.55,237.16,2.21,140.76,0.56,236.24,2.19
28,759.19,3.37,399.81,0.17,0.5635,0.0033,0.0002,0.0084,0.0,140.09,0.56,239.75,2.25,139.93,0.58,239.42,2.24
29,763.86,3.43,400.25,0.17,0.5652,0.0033,0.0006,0.01,0.0,139.23,0.57,242.65,2.29,139.82,0.59,242.16,2.28
30,768.81,3.51,399.93,0.17,0.5682,0.0034,0.0008,0.0114,0.0,138.35,0.59,246.31,2.34,138.63,0.6,245.52,2.33
31,773.22,3.55,399.82,0.17,0.5709,0.0034,0.0008,0.0132,0.0,137.57,0.6,249.47,2.38,137.79,0.61,248.39,2.36
32,776.84,3.63,399.72,0.17,0.5722,0.0034,0.001,0.015,0.0,137.07,0.61,251.61,2.43,136.94,0.62,251.21,2.41
33,780.51,3.7,399.65,0.17,0.5739,0.0035,0.0012,0.0156,0.0,136.4,0.62,254.34,2.47,136.3,0.62,253.47,2.45
34,784.41,3.75,399.85,0.17,0.5756,0.0035,0.0016,0.019,0.0,135.73,0.63,256.44,2.51,135.94,0.64,256.3,2.49
35,789.02,3.81,399.87,0.17,0.5777,0.0035,0.002,0.021,0.0,134.99,0.64,259.74,2.55,135.17,0.65,259.12,2.53
36,793.92,3.87,400.12,0.17,0.5803,0.0036,0.0026,0.0238,0.0,134.27,0.65,262.93,2.59,134.58,0.66,262.14,2.57
37,798.08,3.95,399.56,0.17,0.5826,0.0036,0.0036,0.026,0.0,133.27,0.66,266.34,2.64,133.45,0.67,265.03,2.62
38,802.22,4.0,399.59,0.17,0.5847,0.0036,0.0044,0.0276,0.0,132.65,0.67,269.19,2.68,132.73,0.67,267.66,2.65
39,807.67,4.06,400.23,0.17,0.5866,0.0037,0.0052,0.03,0.0,131.9,0.68,272.35,2.72,132.52,0.69,270.9,2.69
40,811.44,4.12,400.17,0.17,0.5877,0.0037,0.0054,0.0314,0.0,131.22,0.69,274.71,2.75,131.85,0.7,273.65,2.74
41,815.57,4.19,399.66,0.17,0.59,0.0038,0.0064,0.0342,0.0,130.57,0.7,277.56,2.8,130.45,0.7,276.99,2.78
42,819.72,4.23,399.92,0.17,0.5916,0.0038,0.0074,0.036,0.0,129.87,0.71,280.56,2.83,130.11,0.72,279.18,2.81
43,823.78,4.29,399.79,0.17,0.5933,0.0038,0.0088,0.037,0.0,129.23,0.72,282.9,2.87,129.23,0.72,282.42,2.85
44,828.29,4.36,400.3,0.17,0.5939,0.0039,0.0096,0.0394,0.0,128.54,0.73,285.91,2.92,129.09,0.74,284.75,2.9
45,831.56,4.41,400.0,0.17,0.5956,0.0039,0.0108,0.0414,0.0,127.89,0.74,288.33,2.95,128.26,0.75,287.09,2.94
46,836.74,4.46,399.96,0.17,0.5985,0.0039,0.0124,0.0438,0.0,127.05,0.75,291.47,2.98,127.32,0.75,290.91,2.97
47,840.91,4.52,399.87,0.16,0.6004,0.004,0.0134,0.0458,0.0,126.33,0.76,294.44,3.02,126.53,0.76,293.61,3.01
48,844.28,4.57,399.9,0.16,0.6012,0.004,0.0146,0.0474,0.0,125.64,0.76,296.9,3.05,126.12,0.77,295.62,3.04
49,849.16,4.62,399.84,0.17,0.6036,0.004,0.0164,0.0492,0.0,124.99,0.77,300.05,3.09,125.08,0.78,299.05,3.08
50,854.43,4.7,400.03,0.17,0.6053,0.0041,0.0184,0.0508,0.0,124.14,0.78,303.23,3.13,124.42,0.79,302.64,3.12
51,857.64,4.74,400.03,0.16,0.606,0.0041,0.02,0.0528,0.0,123.6,0.79,305.64,3.17,123.89,0.8,304.5,3.15
52,862.16,4.79,400.07,0.16,0.6081,0.0041,0.0224,0.0542,0.0,122.83,0.8,308.53,3.2,123.21,0.81,307.6,3.19
53,866.52,4.84,399.92,0.16,0.6101,0.0042,0.0244,0.056,0.0,122.05,0.81,311.79,3.23,122.34,0.81,310.34,3.21
54,869.83,4.89,399.75,0.16,0.611,0.0042,0.0268,0.0584,0.0,121.49,0.82,313.69,3.27,121.57,0.82,313.08,3.25
55,874.11,4.94,400.06,0.16,0.6125,0.0042,0.0288,0.0604,0.0,120.8,0.82,316.43,3.29,121.23,0.83,315.64,3.29
56,877.51,4.97,399.96,0.16,0.6141,0.0043,0.0308,0.0626,0.0,120.2,0.83,319.06,3.32,120.58,0.83,317.67,3.31
57,881.29,5.02,399.98,0.16,0.6156,0.0043,0.0328,0.0654,0.0,119.61,0.84,321.54,3.35,119.93,0.85,320.21,3.34
58,884.84,5.06,399.87,0.16,0.6168,0.0043,0.0358,0.0672,0.0,119.04,0.85,323.71,3.39,119.18,0.85,322.92,3.37
59,889.03,5.11,399.91,0.16,0.6189,0.0043,0.0388,0.0698,0.0,118.28,0.85,326.56,3.41,118.58,0.86,325.6,3.4
60,892.65,5.14,399.61,0.16,0.6209,0.0043,0.0422,0.0708,0.0,117.57,0.86,329.51,3.44,117.69,0.86,327.88,3.42
61,897.31,5.19,400.05,0.16,0.6219,0.0044,0.0452,0.073,0.0,117.04,0.87,331.87,3.47,117.26,0.87,331.14,3.46
62,900.13,5.24,399.91,0.16,0.6225,0.0044,0.0476,0.0754,0.0,116.54,0.87,333.84,3.49,116.63,0.88,333.12,3.49
63,903.88,5.27,399.74,0.16,0.6242,0.0044,0.051,0.0774,0.0,115.72,0.88,336.91,3.52,115.97,0.89,335.27,3.51
64,908.5,5.32,400.0,0.16,0.6255,0.0045,0.0544,0.0792,0.0,115.15,0.89,339.23,3.55,115.35,0.89,338.77,3.54
65,912.05,5.36,399.72,0.16,0.6269,0.0045,0.057,0.0806,0.0,114.39,0.9,342.24,3.58,114.56,0.9,340.85,3.56
66,915.63,5.39,399.63,0.16,0.6288,0.0045,0.0602,0.0828,0.0,113.79,0.9,344.43,3.6,113.83,0.91,343.58,3.59
67,919.45,5.44,399.82,0.16,0.6297,0.0045,0.0634,0.0848,0.0,113.32,0.91,346.32,3.62,113.29,0.91,346.51,3.63
68,921.92,5.46,399.83,0.16,0.6305,0.0045,0.0676,0.0866,0.0,112.78,0.91,348.68,3.65,113.01,0.92,347.44,3.64
69,924.29,5.49,399.7,0.16,0.6314,0.0046,0.0712,0.0878,0.0,112.41,0.92,350.09,3.67,112.43,0.92,349.37,3.66
70,928.67,5.53,399.76,0.16,0.6334,0.0046,0.0742,0.0906,0.0,111.68,0.92,353.26,3.69,111.78,0.93,351.95,3.68
71,932.16,5.56,399.92,0.16,0.6344,0.0046,0.0762,0.0916,0.0,111.18,0.93,355.04,3.71,111.32,0.93,354.61,3.7
72,935.79,5.6,400.14,0.16,0.6355,0.0046,0.0804,0.0944,0.0,110.66,0.93,357.17,3.73,110.93,0.94,357.03,3.73
73,938.84,5.62,400.03,0.16,0.6368,0.0046,0.0826,0.0966,0.0,110.08,0.94,359.54,3.75,110.34,0.95,358.87,3.74
74,942.47,5.65,400.1,0.16,0.6379,0.0046,0.0866,0.099,0.0,109.57,0.94,361.81,3.77,109.74,0.95,361.35,3.77
75,945.97,5.69,400.21,0.16,0.6392,0.0047,0.0906,0.1,0.0,108.88,0.95,364.15,3.79,109.4,0.96,363.54,3.79
76,948.94,5.72,400.0,0.16,0.6408,0.0047,0.094,0.1014,0.0,108.35,0.95,366.48,3.81,108.68,0.96,365.45,3.81
77,953.27,5.74,400.13,0.16,0.643,0.0047,0.0984,0.1026,0.0,107.72,0.96,369.09,3.83,108.02,0.96,368.44,3.82
78,956.33,5.77,399.89,0.16,0.6442,0.0047,0.1038,0.1046,0.0,107.15,0.96,371.28,3.85,107.26,0.97,370.64,3.84
79,960.26,5.8,400.23,0.15,0.6454,0.0047,0.106,0.1058,0.0,106.52,0.97,373.69,3.87,107.03,0.98,373.01,3.87
80,962.77,5.83,399.83,0.15,0.6468,0.0047,0.1094,0.108,0.0,106.1,0.97,375.55,3.89,106.08,0.98,375.04,3.89
81,967.2,5.86,400.0,0.16,0.6487,0.0047,0.115,0.1092,0.0,105.36,0.98,378.49,3.91,105.57,0.98,377.79,3.9
82,969.28,5.88,399.77,0.16,0.6493,0.0048,0.1198,0.1108,0.0,105.02,0.98,379.79,3.92,104.91,0.99,379.56,3.92
83,971.51,5.91,399.79,0.16,0.6497,0.0048,0.1238,0.112,0.0,104.64,0.99,381.42,3.94,104.58,0.99,380.87,3.94
84,974.86,5.94,399.76,0.16,0.6507,0.0048,0.1294,0.1132,0.0,103.98,0.99,383.73,3.96,104.09,1.0,383.07,3.96
85,977.64,5.97,399.95,0.16,0.6512,0.0048,0.1328,0.1148,0.0,103.57,1.0,385.54,3.99,103.82,1.0,384.71,3.97
86,981.22,6.01,399.92,0.16,0.6522,0.0048,0.1372,0.1154,0.0,103.0,1.0,387.75,4.01,103.15,1.01,387.32,4.01
87,983.2,6.03,399.86,0.16,0.653,0.0048,0.141,0.1166,0.0,102.78,1.01,388.88,4.02,102.62,1.01,388.91,4.02
88,984.93,6.05,399.68,0.16,0.6534,0.0049,0.146,0.1176,0.0,102.39,1.01,390.15,4.03,102.2,1.01,390.18,4.03
89,988.25,6.06,399.85,0.16,0.6548,0.0049,0.15,0.1186,0.0,101.77,1.01,392.95,4.05,101.95,1.02,391.58,4.04
90,991.59,6.09,399.76,0.16,0.6562,0.0049,0.1544,0.1204,0.0,101.26,1.02,395.05,4.06,101.22,1.02,394.06,4.06
91,994.4,6.12,399.75,0.16,0.657,0.0049,0.1574,0.1218,0.0,100.74,1.02,396.63,4.08,100.79,1.02,396.23,4.08
92,999.41,6.14,400.35,0.15,0.6584,0.0049,0.1608,0.1226,0.0,100.06,1.02,399.64,4.09,100.6,1.03,399.1,4.1
93,1000.19,6.15,399.67,0.15,0.6593,0.0049,0.164,0.1238,0.0,99.74,1.03,400.82,4.1,99.75,1.03,399.88,4.1
94,1003.08,6.17,399.94,0.15,0.6602,0.0049,0.1674,0.1266,0.0,99.39,1.03,402.46,4.12,99.5,1.04,401.73,4.11
95,1005.61,6.2,399.7,0.15,0.6611,0.005,0.173,0.1274,0.0,98.89,1.03,404.36,4.13,98.83,1.04,403.53,4.13
96,1008.48,6.21,400.02,0.15,0.662,0.005,0.1782,0.1292,0.0,98.51,1.04,405.78,4.14,98.68,1.04,405.51,4.14
97,1010.33,6.23,399.65,0.15,0.6629,0.005,0.1822,0.1302,0.0,98.04,1.04,407.61,4.15,98.06,1.04,406.62,4.15
98,1014.27,6.26,400.09,0.16,0.6634,0.005,0.1852,0.132,0.0,97.49,1.04,409.86,4.18,97.87,1.05,409.05,4.17
99,1016.72,6.27,400.32,0.15,0.664,0.005,0.1898,0.1324,0.0,97.14,1.05,411.16,4.19,97.7,1.06,410.72,4.18
100,1019.16,6.31,399.86,0.15,0.6648,0.005,0.1938,0.1338,0.0,96.67,1.05,413.14,4.21,96.76,1.06,412.59,4.21
101,1021.67,6.33,399.74,0.15,0.6657,0.005,0.1974,0.1346,0.0,96.18,1.06,415.03,4.22,96.25,1.06,414.21,4.21
102,1024.21,6.34,400.0,0.15,0.6664,0.0051,0.2,0.1362,0.0,95.91,1.06,416.33,4.22,96.01,1.06,415.96,4.23
103,1026.87,6.36,399.85,0.15,0.6673,0.0051,0.2046,0.1366,0.0,95.3,1.06,418.34,4.24,95.54,1.06,417.7,4.24
104,1029.46,6.38,399.83,0.15,0.6685,0.0051,0.209,0.138,0.0,94.95,1.06,420.04,4.25,95.01,1.07,419.47,4.25
105,1031.78,6.39,400.05,0.15,0.6693,0.0051,0.2128,0.1386,0.0,94.58,1.07,421.51,4.26,94.89,1.07,420.81,4.26
106,1034.45,6.4,399.95,0.15,0.6705,0.0051,0.2166,0.1398,0.0,94.11,1.07,423.37,4.27,94.34,1.08,422.63,4.27
107,1037.99,6.42,400.09,0.15,0.6718,0.0051,0.2212,0.1406,0.0,93.49,1.07,425.78,4.28,93.97,1.08,424.75,4.28
108,1040.94,6.45,399.91,0.15,0.6726,0.0051,0.2262,0.1414,0.0,93.11,1.08,427.52,4.3,93.13,1.08,427.18,4.3
109,1043.92,6.46,400.08,0.15,0.6737,0.0051,0.2318,0.1426,0.0,92.54,1.08,429.73,4.31,92.92,1.08,428.73,4.3
110,1045.84,6.47,400.0,0.15,0.6748,0.0051,0.2346,0.1446,0.0,92.21,1.08,430.88,4.32,92.51,1.08,430.24,4.31
111,1049.01,6.48,399.97,0.15,0.6762,0.0051,0.2376,0.1454,0.0,91.62,1.08,433.3,4.32,92.01,1.09,432.08,4.32
112,1051.38,6.5,399.62,0.15,0.677,0.0052,0.2414,0.1466,0.0,91.25,1.08,434.75,4.33,91.12,1.09,434.26,4.34
113,1053.71,6.51,399.98,0.15,0.6774,0.0052,0.2454,0.1472,0.0,90.98,1.09,436.17,4.35,91.1,1.09,435.47,4.34
114,1055.64,6.54,399.98,0.15,0.6775,0.0052,0.2498,0.1482,0.0,90.65,1.09,437.44,4.36,90.78,1.09,436.77,4.36
115,1058.3,6.56,400.07,0.15,0.6782,0.0052,0.2538,0.149,0.0,90.23,1.09,439.03,4.37,90.42,1.1,438.61,4.38
116,1059.88,6.57,399.69,0.15,0.6789,0.0052,0.2574,0.1502,0.0,89.77,1.1,440.65,4.38,89.85,1.1,439.61,4.38
117,1062.78,6.59,400.02,0.15,0.6792,0.0052,0.2614,0.1508,0.0,89.51,1.1,441.88,4.39,89.59,1.1,441.81,4.39
118,1065.0,6.6,399.87,0.15,0.6803,0.0052,0.2658,0.1522,0.0,89.05,1.1,443.89,4.4,89.11,1.11,442.95,4.4
119,1068.4,6.6,399.96,0.15,0.6817,0.0053,0.269,0.1534,0.0,88.46,1.1,445.96,4.4,88.69,1.11,445.3,4.41
120,1070.02,6.62,399.85,0.15,0.6823,0.0053,0.272,0.155,0.0,88.24,1.1,446.79,4.41,88.22,1.11,446.78,4.41
121,1072.63,6.63,400.01,0.15,0.6832,0.0053,0.2766,0.1566,0.0,87.75,1.11,448.96,4.42,88.06,1.11,447.87,4.42
122,1074.67,6.64,399.79,0.15,0.684,0.0053,0.2798,0.158,0.0,87.3,1.11,450.44,4.43,87.53,1.11,449.4,4.42
123,1078.11,6.65,400.01,0.15,0.6852,0.0053,0.2838,0.1594,0.0,86.79,1.11,452.56,4.43,87.18,1.12,451.58,4.43
124,1080.73,6.66,400.23,0.15,0.6859,0.0053,0.2868,0.1614,0.0,86.48,1.11,453.92,4.44,86.92,1.12,453.41,4.44
125,1082.04,6.68,399.81,0.15,0.6864,0.0053,0.29,0.1624,0.0,86.27,1.11,454.74,4.45,86.14,1.11,454.89,4.46
126,1083.27,6.69,399.69,0.15,0.6867,0.0053,0.2948,0.1638,0.0,85.93,1.11,456.23,4.46,85.9,1.12,455.21,4.46
127,1087.71,6.7,400.25,0.15,0.6878,0.0053,0.2988,0.1644,0.0,85.37,1.12,458.53,4.47,85.73,1.12,458.08,4.47
128,1088.63,6.7,399.99,0.15,0.6885,0.0053,0.3018,0.1652,0.0,85.12,1.12,459.57,4.47,85.32,1.13,458.62,4.47
129,1091.21,6.73,399.88,0.15,0.689,0.0054,0.3058,0.1654,0.0,84.61,1.12,461.32,4.49,84.83,1.13,460.46,4.49
130,1093.81,6.74,400.06,0.15,0.6896,0.0054,0.3094,0.1664,0.0,84.27,1.12,462.68,4.5,84.54,1.13,462.32,4.5
131,1095.16,6.75,399.68,0.15,0.6903,0.0054,0.3146,0.1672,0.0,83.92,1.13,463.97,4.5,83.93,1.13,463.33,4.5
132,1098.52,6.76,400.03,0.14,0.6912,0.0054,0.3182,0.1682,0.0,83.37,1.13,466.05,4.51,83.83,1.13,465.26,4.51
133,1100.15,6.78,400.04,0.15,0.6915,0.0054,0.3218,0.1694,0.0,83.3,1.13,466.89,4.52,83.37,1.14,466.59,4.52
134,1101.75,6.79,400.09,0.15,0.6916,0.0054,0.327,0.1696,0.0,82.98,1.13,467.93,4.53,83.22,1.14,467.63,4.53
135,1103.57,6.81,399.96,0.14,0.6923,0.0054,0.3322,0.1716,0.0,82.68,1.13,469.27,4.54,82.74,1.14,468.88,4.54
136,1104.91,6.83,399.87,0.15,0.6925,0.0054,0.3366,0.173,0.0,82.47,1.14,469.9,4.55,82.39,1.14,470.15,4.55
137,1107.39,6.83,399.89,0.14,0.6935,0.0054,0.3412,0.174,0.0,82.02,1.14,471.93,4.55,82.04,1.14,471.4,4.56
138,1110.02,6.85,399.97,0.14,0.6944,0.0054,0.3448,0.1756,0.0,81.62,1.14,473.46,4.56,81.66,1.14,473.28,4.57
139,1110.95,6.85,399.69,0.15,0.6949,0.0054,0.3488,0.1764,0.0,81.34,1.14,474.43,4.56,81.25,1.14,473.93,4.56
140,1112.6,6.86,399.98,0.15,0.695,0.0054,0.3522,0.1766,0.0,81.14,1.14,475.21,4.57,81.29,1.15,474.96,4.57
141,1114.13,6.88,400.03,0.15,0.6952,0.0055,0.356,0.1772,0.0,80.97,1.14,476.0,4.58,81.03,1.15,476.13,4.59
142,1116.4,6.88,400.03,0.15,0.6962,0.0055,0.3592,0.1784,0.0,80.57,1.15,477.62,4.58,80.67,1.15,477.54,4.59
143,1117.51,6.88,399.83,0.15,0.6967,0.0055,0.363,0.1794,0.0,80.38,1.15,478.41,4.59,80.23,1.15,478.49,4.59
144,1119.53,6.89,400.02,0.14,0.6973,0.0055,0.3658,0.18,0.0,80.02,1.15,479.69,4.59,80.16,1.15,479.66,4.6
145,1121.18,6.9,399.92,0.14,0.6979,0.0055,0.3698,0.1804,0.0,79.66,1.15,481.16,4.6,79.84,1.16,480.52,4.6
146,1123.08,6.92,400.0,0.15,0.6979,0.0055,0.3712,0.1806,0.0,79.51,1.15,481.87,4.61,79.46,1.16,482.24,4.62
147,1124.6,6.92,400.21,0.14,0.6982,0.0055,0.3752,0.1814,0.0,79.19,1.15,483.14,4.61,79.55,1.16,482.72,4.62
148,1125.9,6.93,399.79,0.14,0.6989,0.0055,0.3788,0.1814,0.0,78.98,1.16,484.11,4.62,78.77,1.16,484.04,4.62
149,1126.87,6.95,399.95,0.14,0.6987,0.0055,0.3832,0.1826,0.0,78.82,1.16,484.64,4.62,78.82,1.16,484.58,4.63
150,1128.32,6.95,399.97,0.14,0.6993,0.0055,0.3848,0.1834,0.0,78.56,1.16,485.46,4.62,78.62,1.16,485.68,4.64
151,1130.42,6.94,399.82,0.14,0.7005,0.0055,0.3876,0.1842,0.0,78.09,1.16,487.45,4.63,78.2,1.16,486.68,4.63
152,1132.51,6.94,399.96,0.14,0.7012,0.0055,0.3916,0.185,0.0,77.83,1.16,488.59,4.63,77.95,1.16,488.15,4.63
153,1134.68,6.97,399.77,0.14,0.7017,0.0055,0.3958,0.1858,0.0,77.36,1.16,490.28,4.64,77.43,1.16,489.6,4.65
154,1136.55,6.96,399.96,0.14,0.7025,0.0055,0.401,0.1866,0.0,77.21,1.16,491.2,4.64,77.22,1.17,490.92,4.64
155,1138.51,6.97,400.13,0.14,0.7029,0.0056,0.4044,0.1874,0.0,76.88,1.16,492.45,4.65,77.13,1.17,492.06,4.66
156,1140.06,6.99,399.9,0.14,0.7034,0.0056,0.4074,0.1884,0.0,76.62,1.16,493.31,4.65,76.56,1.17,493.56,4.66
157,1141.69,6.99,400.06,0.14,0.7037,0.0056,0.4108,0.19,0.0,76.35,1.16,494.49,4.66,76.51,1.17,494.34,4.66
158,1144.01,7.0,399.99,0.14,0.7048,0.0056,0.414,0.191,0.0,75.98,1.17,495.92,4.66,76.01,1.17,496.1,4.67
159,1145.23,7.01,399.8,0.14,0.7051,0.0056,0.4172,0.1914,0.0,75.71,1.17,496.9,4.67,75.62,1.17,497.0,4.67
160,1146.03,7.01,399.64,0.14,0.7055,0.0056,0.4216,0.1914,0.0,75.52,1.17,497.63,4.67,75.32,1.17,497.55,4.68
161,1148.18,7.02,400.03,0.15,0.7059,0.0056,0.4238,0.1922,0.0,75.23,1.17,498.84,4.67,75.41,1.18,498.7,4.69
162,1149.71,7.02,400.09,0.14,0.7065,0.0056,0.4268,0.1932,0.0,75.13,1.17,499.47,4.68,75.08,1.17,500.03,4.69
163,1151.81,7.04,400.01,0.14,0.707,0.0056,0.4298,0.1942,0.0,74.79,1.17,500.7,4.68,74.62,1.17,501.7,4.7
164,1152.01,7.03,399.92,0.14,0.7074,0.0056,0.4336,0.1948,0.0,74.58,1.17,501.5,4.69,74.65,1.17,501.28,4.69
165,1153.47,7.04,399.96,0.14,0.7077,0.0056,0.4358,0.1954,0.0,74.37,1.17,502.43,4.69,74.42,1.17,502.24,4.69
166,1154.71,7.04,399.89,0.14,0.7083,0.0056,0.4386,0.196,0.0,74.06,1.17,503.57,4.69,74.22,1.18,502.86,4.69
167,1155.65,7.05,399.98,0.14,0.7084,0.0056,0.4402,0.1968,0.0,74.05,1.17,503.68,4.7,74.04,1.18,503.88,4.7
168,1155.65,7.05,399.77,0.15,0.7083,0.0056,0.444,0.1972,0.0,73.97,1.18,504.03,4.7,73.84,1.18,503.81,4.7
169,1157.08,7.06,399.88,0.14,0.7084,0.0056,0.4468,0.198,0.0,73.76,1.18,504.76,4.71,73.72,1.18,504.85,4.71
170,1158.08,7.07,399.78,0.14,0.7088,0.0056,0.4488,0.1984,0.0,73.59,1.18,505.46,4.71,73.43,1.18,505.6,4.72
171,1159.13,7.08,399.98,0.14,0.7086,0.0056,0.4524,0.1986,0.0,73.43,1.18,506.15,4.71,73.49,1.18,506.06,4.72
172,1160.73,7.08,399.85,0.14,0.7092,0.0056,0.4548,0.1996,0.0,73.15,1.18,507.43,4.72,73.08,1.18,507.08,4.72
173,1161.92,7.09,399.72,0.14,0.7097,0.0056,0.4582,0.2006,0.0,72.86,1.18,508.32,4.72,72.79,1.18,507.96,4.73
174,1164.23,7.09,399.89,0.14,0.7106,0.0057,0.4604,0.2008,0.0,72.55,1.18,509.39,4.72,72.56,1.18,509.73,4.73
175,1165.41,7.09,399.9,0.14,0.711,0.0057,0.4622,0.2016,0.0,72.34,1.18,510.67,4.72,72.39,1.18,510.01,4.73
176,1167.33,7.09,399.99,0.14,0.7116,0.0057,0.4642,0.2024,0.0,72.05,1.18,511.66,4.72,72.16,1.19,511.46,4.73
177,1168.16,7.09,399.86,0.14,0.712,0.0057,0.4664,0.203,0.0,71.8,1.18,512.53,4.73,71.97,1.19,511.86,4.73
178,1169.72,7.1,400.06,0.14,0.7124,0.0057,0.4696,0.2032,0.0,71.67,1.18,513.06,4.73,71.84,1.19,513.15,4.74
179,1171.31,7.11,400.21,0.14,0.7127,0.0057,0.473,0.2034,0.0,71.45,1.18,514.09,4.74,71.73,1.19,514.04,4.74
180,1171.48,7.11,399.84,0.14,0.7129,0.0057,0.4756,0.2038,0.0,71.34,1.19,514.69,4.74,71.28,1.19,514.16,4.74
181,1173.45,7.12,400.1,0.14,0.7133,0.0057,0.4772,0.204,0.0,71.12,1.19,515.54,4.74,71.19,1.19,515.6,4.75
182,1173.87,7.12,399.79,0.14,0.7135,0.0057,0.4804,0.2042,0.0,70.9,1.19,516.26,4.75,70.87,1.19,515.85,4.75
183,1175.65,7.13,400.05,0.14,0.7135,0.0057,0.4818,0.2048,0.0,70.7,1.19,517.14,4.75,70.81,1.19,517.0,4.76
184,1176.61,7.14,399.94,0.14,0.7138,0.0057,0.484,0.2052,0.0,70.45,1.19,518.02,4.75,70.6,1.19,517.53,4.76
185,1177.96,7.14,399.98,0.14,0.7143,0.0057,0.4864,0.206,0.0,70.24,1.19,518.81,4.76,70.41,1.2,518.5,4.76
