,pop_mean,pop_sem,eps_mean,eps_sem,het_mean,het_sem,p_het_1,p_het_0,p_pop0,s_wt_mean,s_wt_sem,s_mt_mean,s_mt_sem,a_wt_mean,a_wt_sem,a_mt_mean,a_mt_sem
181,817.79,8.13,346.24,1.97,0.5087,0.0066,0.3382,0.3766,0.0368,94.43,1.37,314.4,4.94,94.62,1.37,314.33,4.93
182,817.55,8.14,345.9,1.96,0.5087,0.0066,0.3406,0.3776,0.037,94.21,1.37,314.36,4.94,94.47,1.37,314.51,4.93
183,817.91,8.15,345.53,1.96,0.5086,0.0066,0.342,0.3782,0.0372,93.92,1.36,315.44,4.95,94.16,1.36,314.4,4.93
184,820.22,8.16,346.34,1.97,0.5088,0.0066,0.3426,0.3794,0.0372,94.23,1.38,315.79,4.95,94.16,1.37,316.05,4.96
185,821.47,8.17,346.75,1.98,0.5091,0.0066,0.3436,0.3792,0.038,94.41,1.38,316.7,4.97,94.09,1.37,316.26,4.95
186,822.48,8.2,346.51,1.98,0.5094,0.0066,0.3448,0.3804,0.0384,93.94,1.38,317.46,4.98,93.91,1.37,317.17,4.97
187,821.82,8.21,345.51,1.97,0.5099,0.0066,0.3456,0.3806,0.0386,93.26,1.37,317.77,4.98,93.47,1.37,317.32,4.97
188,822.57,8.22,344.91,1.96,0.5104,0.0066,0.3472,0.3812,0.0392,93.0,1.37,318.81,4.99,92.69,1.36,318.07,4.97
189,822.98,8.23,344.6,1.96,0.511,0.0067,0.3486,0.3818,0.04,92.5,1.37,319.04,4.99,92.64,1.36,318.79,4.98
190,823.34,8.25,344.38,1.96,0.5109,0.0067,0.3492,0.3822,0.0404,92.29,1.36,319.58,5.0,92.44,1.36,319.03,4.98
191,823.78,8.24,344.68,1.97,0.511,0.0067,0.3508,0.382,0.0408,92.56,1.37,319.25,4.99,92.42,1.36,319.55,4.99
192,825.61,8.28,344.82,1.98,0.5112,0.0067,0.3528,0.3824,0.0408,92.29,1.37,321.01,5.02,92.28,1.37,320.03,5.0
193,825.44,8.29,344.17,1.99,0.5112,0.0067,0.3542,0.3828,0.041,91.91,1.37,320.83,5.02,91.84,1.36,320.86,5.01
194,826.29,8.3,344.1,1.99,0.5115,0.0067,0.3548,0.3838,0.0412,91.81,1.37,321.62,5.02,91.56,1.37,321.3,5.02
195,827.31,8.31,343.93,1.98,0.5114,0.0067,0.3558,0.3842,0.0414,91.35,1.37,322.37,5.03,91.46,1.36,322.14,5.02
196,827.77,8.33,343.55,1.98,0.5119,0.0067,0.3576,0.3848,0.0416,90.84,1.36,322.48,5.03,91.3,1.36,323.16,5.03
197,828.2,8.36,342.98,1.98,0.5123,0.0067,0.3584,0.3846,0.0424,90.64,1.36,323.89,5.05,90.6,1.36,323.08,5.04
198,829.64,8.37,343.37,1.98,0.5123,0.0067,0.3594,0.3856,0.0424,90.56,1.36,324.57,5.06,90.73,1.36,323.78,5.04
199,831.56,8.4,343.72,2.0,0.5123,0.0067,0.3608,0.3864,0.0424,90.53,1.37,325.74,5.08,90.58,1.36,324.71,5.06
200,831.24,8.42,342.81,2.0,0.5125,0.0067,0.3622,0.3864,0.0426,89.83,1.37,325.52,5.07,90.17,1.36,325.72,5.07
201,829.69,8.42,341.68,2.0,0.5127,0.0067,0.3634,0.387,0.0428,89.31,1.36,325.14,5.07,89.7,1.36,325.54,5.07
202,828.46,8.4,341.05,2.0,0.513,0.0067,0.3646,0.387,0.0436,89.12,1.36,324.72,5.05,89.46,1.36,325.16,5.06
203,828.54,8.41,340.84,2.01,0.5132,0.0067,0.366,0.3872,0.0442,89.01,1.36,324.7,5.06,89.26,1.36,325.56,5.07
204,829.12,8.42,340.9,2.0,0.5132,0.0067,0.3664,0.3878,0.0446,88.95,1.36,325.62,5.07,89.2,1.36,325.34,5.07
205,828.25,8.4,340.82,2.0,0.513,0.0067,0.3678,0.3878,0.045,88.88,1.36,324.53,5.05,89.46,1.36,325.38,5.06
206,829.01,8.4,340.9,2.01,0.5131,0.0068,0.3692,0.3888,0.0452,89.03,1.37,325.28,5.06,89.17,1.36,325.54,5.06
207,830.32,8.42,341.08,2.01,0.5132,0.0068,0.3702,0.3884,0.0458,88.88,1.37,326.62,5.08,89.12,1.36,325.71,5.06
208,832.49,8.43,342.21,2.02,0.5131,0.0068,0.371,0.3892,0.046,89.46,1.37,327.07,5.08,89.31,1.37,326.65,5.07
209,833.36,8.44,342.4,2.02,0.5129,0.0068,0.3718,0.3894,0.0462,89.61,1.38,327.46,5.09,89.13,1.37,327.16,5.09
210,835.26,8.47,342.54,2.02,0.5136,0.0068,0.372,0.3886,0.0472,89.11,1.38,328.33,5.1,89.19,1.37,328.62,5.1
211,834.74,8.46,342.18,2.02,0.5137,0.0068,0.3728,0.3886,0.0482,88.79,1.37,328.56,5.1,89.21,1.38,328.19,5.09
212,837.24,8.51,342.4,2.02,0.5139,0.0068,0.3738,0.3894,0.0482,88.64,1.37,329.64,5.12,88.81,1.38,330.16,5.12
213,836.67,8.52,341.57,2.02,0.514,0.0068,0.375,0.3896,0.0482,88.05,1.37,330.34,5.13,88.48,1.37,329.8,5.12
214,837.39,8.54,341.71,2.02,0.5141,0.0068,0.376,0.3898,0.049,88.17,1.37,330.43,5.14,88.31,1.37,330.48,5.14
215,837.93,8.54,341.66,2.02,0.5147,0.0068,0.3768,0.39,0.0498,88.04,1.37,331.04,5.14,88.2,1.37,330.65,5.14
216,837.98,8.52,341.9,2.02,0.5151,0.0068,0.3776,0.391,0.0504,88.22,1.38,330.59,5.13,88.33,1.37,330.85,5.14
217,838.28,8.54,341.67,2.03,0.5152,0.0068,0.3782,0.3918,0.0508,88.07,1.38,330.99,5.14,88.06,1.38,331.16,5.14
218,837.81,8.54,341.0,2.03,0.5159,0.0068,0.3794,0.3922,0.051,87.7,1.38,331.12,5.14,87.7,1.37,331.3,5.14
219,838.22,8.55,340.78,2.03,0.516,0.0068,0.3808,0.3932,0.051,87.32,1.38,331.74,5.15,87.65,1.38,331.52,5.14
220,837.79,8.56,340.19,2.03,0.5165,0.0068,0.3812,0.3932,0.0518,86.89,1.37,331.51,5.14,87.43,1.38,331.96,5.15
221,838.4,8.58,340.02,2.03,0.5167,0.0068,0.383,0.394,0.0518,86.85,1.37,332.43,5.16,87.03,1.37,332.08,5.15
222,840.43,8.62,340.1,2.02,0.5174,0.0068,0.3836,0.3936,0.0524,86.38,1.36,333.82,5.18,86.95,1.37,333.28,5.17
223,840.89,8.63,339.83,2.02,0.5178,0.0069,0.3846,0.3936,0.0532,86.31,1.36,334.24,5.18,86.5,1.36,333.85,5.18
224,842.13,8.65,339.6,2.02,0.5185,0.0069,0.3856,0.3936,0.0538,86.06,1.36,335.14,5.2,86.03,1.36,334.9,5.19
225,843.46,8.67,339.72,2.01,0.5184,0.0069,0.386,0.3938,0.054,85.83,1.36,336.19,5.21,85.97,1.36,335.47,5.2
226,844.44,8.68,340.01,2.01,0.5186,0.0069,0.387,0.394,0.0544,86.09,1.37,336.28,5.21,85.77,1.36,336.3,5.21
227,845.03,8.67,340.3,2.01,0.5191,0.0069,0.3882,0.3932,0.0552,86.22,1.37,336.12,5.2,85.84,1.36,336.86,5.21
228,845.15,8.67,339.88,2.02,0.5194,0.0069,0.389,0.3938,0.0556,85.96,1.37,337.1,5.21,85.49,1.36,336.59,5.2
229,847.66,8.71,340.4,2.02,0.5197,0.0069,0.3896,0.3938,0.0562,85.6,1.37,338.29,5.23,85.72,1.37,338.05,5.22
230,848.36,8.73,340.13,2.02,0.5199,0.0069,0.3902,0.3948,0.0566,85.13,1.36,339.0,5.24,85.59,1.36,338.64,5.23
231,849.27,8.74,340.28,2.02,0.5199,0.0069,0.3912,0.3958,0.0566,85.52,1.37,339.13,5.24,85.1,1.36,339.53,5.24
232,848.58,8.75,339.59,2.01,0.5199,0.0069,0.3934,0.3956,0.057,84.92,1.36,339.22,5.24,85.01,1.36,339.43,5.24
233,848.62,8.75,339.4,2.01,0.5197,0.0069,0.3948,0.3966,0.057,84.73,1.36,339.99,5.25,84.93,1.36,338.98,5.23
234,848.28,8.74,339.29,2.02,0.5197,0.0069,0.3956,0.397,0.0572,84.88,1.36,339.35,5.24,84.75,1.36,339.3,5.24
235,847.67,8.71,339.26,2.03,0.5203,0.0069,0.3964,0.3966,0.0578,84.94,1.37,338.61,5.22,84.85,1.37,339.26,5.23
236,848.57,8.73,339.15,2.03,0.5207,0.0069,0.3974,0.3968,0.058,84.77,1.37,339.52,5.24,84.57,1.36,339.71,5.23
237,848.96,8.73,339.31,2.03,0.5206,0.0069,0.3992,0.397,0.058,84.73,1.37,340.1,5.24,84.69,1.37,339.44,5.23
238,851.21,8.77,339.66,2.04,0.5208,0.0069,0.4002,0.3972,0.0582,84.64,1.38,341.47,5.26,84.5,1.37,340.6,5.25
239,852.83,8.81,339.58,2.05,0.5211,0.0069,0.4004,0.3972,0.0586,84.21,1.37,342.11,5.27,84.28,1.37,342.22,5.27
240,852.71,8.82,339.39,2.05,0.5212,0.0069,0.4012,0.3976,0.059,84.22,1.37,342.15,5.28,84.06,1.37,342.28,5.27
241,853.96,8.83,339.59,2.05,0.5214,0.0069,0.4022,0.3972,0.0598,83.94,1.37,343.04,5.29,84.19,1.37,342.79,5.28
242,854.52,8.82,339.64,2.05,0.5218,0.0069,0.4034,0.3974,0.06,84.11,1.38,343.23,5.28,83.91,1.37,343.27,5.28
243,855.28,8.82,339.99,2.05,0.5218,0.0069,0.4044,0.3972,0.0602,83.98,1.38,343.7,5.28,84.24,1.38,343.35,5.28
244,857.14,8.85,340.17,2.06,0.5222,0.007,0.405,0.3974,0.0604,83.92,1.38,344.98,5.3,83.93,1.37,344.31,5.29
245,858.06,8.86,340.18,2.06,0.5219,0.007,0.4062,0.3982,0.0604,83.53,1.37,345.16,5.3,84.03,1.38,345.34,5.3
246,856.6,8.84,339.9,2.06,0.5221,0.007,0.4066,0.3984,0.0606,83.75,1.38,344.61,5.3,83.91,1.38,344.32,5.29
247,857.74,8.84,340.15,2.06,0.5223,0.007,0.4072,0.3992,0.061,83.75,1.38,345.11,5.29,83.87,1.38,345.02,5.29
248,858.39,8.87,340.01,2.06,0.5224,0.007,0.4076,0.399,0.0616,83.45,1.37,345.69,5.31,83.76,1.38,345.49,5.3
249,858.49,8.87,339.83,2.06,0.5228,0.007,0.4082,0.399,0.0622,83.27,1.37,345.92,5.31,83.67,1.38,345.62,5.3
250,858.7,8.89,339.55,2.07,0.5229,0.007,0.4088,0.399,0.0626,83.24,1.38,346.2,5.31,83.26,1.37,346.0,5.31
251,858.69,8.9,339.28,2.07,0.5234,0.007,0.4106,0.3992,0.0628,82.95,1.38,346.05,5.31,83.2,1.37,346.5,5.31
252,857.3,8.89,338.57,2.07,0.5234,0.007,0.4108,0.3992,0.063,82.69,1.37,345.73,5.31,82.98,1.37,345.9,5.3
253,857.77,8.89,338.76,2.08,0.5234,0.007,0.412,0.3994,0.0632,83.05,1.38,346.29,5.31,82.71,1.37,345.73,5.3
254,858.48,8.9,338.83,2.09,0.5236,0.007,0.4126,0.3994,0.0636,82.79,1.38,346.5,5.31,82.82,1.38,346.37,5.31
255,860.78,8.93,339.72,2.1,0.5236,0.007,0.4128,0.3996,0.064,82.91,1.39,347.7,5.33,83.13,1.39,347.04,5.32
256,859.82,8.93,338.78,2.1,0.5239,0.007,0.4132,0.3998,0.0644,82.37,1.38,347.31,5.33,82.72,1.38,347.41,5.32
257,858.77,8.94,338.04,2.1,0.524,0.007,0.4142,0.4004,0.0648,82.22,1.38,347.58,5.34,82.24,1.38,346.73,5.32
258,859.57,8.95,337.87,2.11,0.5247,0.007,0.4146,0.4012,0.0654,81.93,1.38,347.62,5.33,82.03,1.38,347.98,5.33
259,860.38,8.96,338.13,2.1,0.5252,0.007,0.415,0.4008,0.0662,82.18,1.39,348.4,5.34,81.87,1.38,347.94,5.33
260,861.34,8.99,337.84,2.1,0.5253,0.007,0.4154,0.4004,0.0668,81.63,1.37,348.82,5.35,81.71,1.37,349.18,5.35
261,861.51,8.99,337.65,2.1,0.5256,0.007,0.4162,0.4004,0.067,81.44,1.38,349.51,5.36,81.58,1.37,348.97,5.35
262,861.05,8.99,337.08,2.1,0.5261,0.007,0.4164,0.4,0.0676,81.18,1.37,349.79,5.36,81.24,1.37,348.84,5.34
263,860.71,9.0,336.67,2.1,0.5261,0.007,0.4164,0.4004,0.0678,81.21,1.38,349.05,5.35,80.78,1.37,349.67,5.36
264,861.23,9.0,336.56,2.1,0.5263,0.007,0.4176,0.4002,0.0684,81.16,1.38,349.88,5.36,80.51,1.36,349.68,5.35
265,864.19,9.04,337.43,2.1,0.5265,0.007,0.4178,0.4006,0.0686,80.84,1.37,351.57,5.38,81.0,1.37,350.78,5.36
266,865.05,9.03,337.8,2.11,0.5269,0.007,0.4178,0.4006,0.0688,81.15,1.38,351.49,5.37,80.91,1.38,351.51,5.37
267,864.91,9.04,337.31,2.11,0.5274,0.007,0.419,0.4004,0.0694,80.84,1.38,351.61,5.38,80.6,1.37,351.86,5.38
268,865.08,9.06,337.23,2.1,0.5273,0.0071,0.42,0.4006,0.0696,80.78,1.38,351.88,5.39,80.5,1.37,351.93,5.38
269,864.69,9.05,336.96,2.1,0.5275,0.0071,0.4206,0.4006,0.0698,80.5,1.38,352.01,5.39,80.55,1.37,351.63,5.38
270,865.31,9.07,336.68,2.1,0.5275,0.0071,0.421,0.4004,0.07,80.21,1.37,352.67,5.4,80.26,1.37,352.19,5.39
271,865.78,9.1,336.14,2.1,0.5272,0.0071,0.4214,0.4006,0.0702,79.67,1.36,353.14,5.4,79.92,1.36,353.05,5.4
272,865.41,9.09,335.82,2.1,0.5269,0.0071,0.422,0.4006,0.0702,79.74,1.37,352.93,5.4,79.54,1.36,353.2,5.4
273,866.25,9.11,336.02,2.11,0.5272,0.0071,0.423,0.4008,0.0708,79.6,1.37,353.29,5.4,79.68,1.37,353.68,5.41
274,866.56,9.12,335.64,2.1,0.5271,0.0071,0.4238,0.4012,0.0708,79.26,1.36,354.16,5.41,79.41,1.36,353.73,5.41
275,865.87,9.12,335.34,2.1,0.5271,0.0071,0.424,0.4012,0.0712,79.13,1.36,353.73,5.41,79.36,1.36,353.65,5.41
276,866.02,9.14,334.97,2.11,0.527,0.0071,0.4244,0.402,0.0714,78.76,1.36,354.28,5.42,79.2,1.36,353.78,5.41
277,866.33,9.14,335.1,2.11,0.5273,0.0071,0.4252,0.4022,0.072,79.02,1.37,354.44,5.42,79.01,1.36,353.87,5.41
278,866.65,9.16,334.57,2.11,0.5279,0.0071,0.426,0.4014,0.0728,78.57,1.36,354.67,5.42,78.64,1.36,354.77,5.42
279,867.36,9.16,334.79,2.11,0.5282,0.0071,0.427,0.4012,0.0732,78.89,1.37,355.02,5.43,78.37,1.35,355.07,5.42
280,869.35,9.18,335.25,2.12,0.5283,0.0071,0.4274,0.401,0.0736,78.66,1.37,356.07,5.43,78.56,1.36,356.06,5.43
281,869.62,9.17,335.46,2.13,0.5285,0.0071,0.4282,0.401,0.0738,78.62,1.37,356.03,5.43,78.79,1.37,356.18,5.43
282,870.29,9.19,335.38,2.12,0.5288,0.0071,0.4286,0.4004,0.0746,78.42,1.36,356.52,5.44,78.66,1.37,356.69,5.44
283,871.15,9.2,335.29,2.12,0.5288,0.0071,0.4298,0.401,0.0746,78.06,1.36,357.55,5.45,78.62,1.36,356.92,5.44
284,871.67,9.19,335.55,2.12,0.529,0.0071,0.4302,0.4012,0.0748,78.39,1.37,357.33,5.44,78.46,1.36,357.5,5.44
285,871.54,9.21,335.14,2.13,0.5291,0.0071,0.4306,0.401,0.0752,78.13,1.36,357.73,5.45,78.21,1.36,357.47,5.44
286,871.81,9.22,335.23,2.13,0.5293,0.0071,0.431,0.4006,0.0758,78.16,1.37,357.52,5.45,78.21,1.36,357.91,5.45
287,870.64,9.21,334.67,2.14,0.5295,0.0071,0.4312,0.4008,0.0762,77.79,1.36,357.17,5.44,78.23,1.37,357.46,5.44
288,869.31,9.21,333.82,2.13,0.5294,0.0071,0.4312,0.401,0.0762,77.61,1.36,356.81,5.44,77.72,1.36,357.17,5.44
289,869.99,9.23,333.37,2.13,0.5297,0.0071,0.4316,0.401,0.0764,77.25,1.36,357.93,5.46,77.25,1.35,357.56,5.44
290,868.81,9.21,333.01,2.14,0.5298,0.0071,0.4318,0.4012,0.077,77.28,1.36,357.14,5.44,77.14,1.35,357.25,5.44
291,868.15,9.2,332.76,2.14,0.5299,0.0071,0.4322,0.4014,0.0772,77.16,1.36,356.98,5.43,77.13,1.36,356.87,5.43
292,867.68,9.2,332.4,2.14,0.5305,0.0071,0.4328,0.4016,0.078,76.88,1.36,356.6,5.43,77.09,1.36,357.11,5.44
293,867.8,9.2,332.54,2.14,0.5307,0.0071,0.433,0.4016,0.0784,77.2,1.37,357.17,5.44,76.92,1.36,356.51,5.42
294,868.47,9.22,332.21,2.14,0.531,0.0071,0.4336,0.402,0.0784,76.62,1.36,357.7,5.44,76.83,1.36,357.33,5.44
295,868.51,9.2,332.42,2.14,0.5315,0.0071,0.4346,0.4012,0.0798,76.78,1.36,357.68,5.44,76.94,1.36,357.1,5.43
296,869.58,9.21,332.57,2.13,0.5314,0.0071,0.435,0.4012,0.0798,76.61,1.35,357.97,5.44,76.95,1.36,358.05,5.44
297,870.38,9.21,332.92,2.13,0.5315,0.0071,0.4352,0.4012,0.0798,76.75,1.36,358.55,5.44,77.02,1.36,358.07,5.44
298,871.68,9.22,333.56,2.14,0.5314,0.0072,0.4356,0.4012,0.0802,77.14,1.37,358.78,5.45,77.06,1.36,358.7,5.45
299,870.55,9.22,332.87,2.14,0.5315,0.0072,0.436,0.4008,0.0806,76.88,1.36,358.56,5.45,76.77,1.36,358.34,5.44
300,871.77,9.23,333.48,2.15,0.5316,0.0072,0.4364,0.4004,0.081,76.96,1.37,359.01,5.46,77.09,1.37,358.71,5.45
301,872.56,9.24,333.58,2.14,0.5323,0.0072,0.4368,0.3998,0.082,77.08,1.37,359.63,5.46,76.84,1.36,359.02,5.45
302,872.08,9.23,332.77,2.14,0.5326,0.0072,0.4376,0.3998,0.0822,76.32,1.36,359.4,5.45,76.69,1.36,359.68,5.45
303,872.23,9.25,332.47,2.14,0.5331,0.0072,0.4384,0.399,0.083,76.21,1.36,360.23,5.47,76.34,1.36,359.46,5.45
304,872.09,9.26,332.5,2.15,0.533,0.0072,0.439,0.3988,0.0832,76.17,1.36,359.74,5.47,76.46,1.36,359.71,5.46
305,872.25,9.27,332.53,2.17,0.5332,0.0072,0.4392,0.3988,0.0836,76.36,1.37,359.86,5.47,76.27,1.36,359.77,5.46
306,871.35,9.28,331.7,2.17,0.5339,0.0072,0.4396,0.398,0.0846,75.82,1.37,359.96,5.47,76.0,1.36,359.57,5.46
307,872.32,9.31,331.44,2.17,0.5343,0.0072,0.4402,0.3976,0.0852,75.65,1.36,360.83,5.48,75.49,1.36,360.34,5.47
308,873.28,9.33,331.67,2.18,0.5342,0.0072,0.441,0.3978,0.0854,75.52,1.36,361.12,5.49,75.62,1.36,361.03,5.48
309,872.69,9.32,331.18,2.18,0.5344,0.0072,0.4412,0.3972,0.086,75.3,1.36,360.96,5.48,75.38,1.36,361.06,5.48
310,873.2,9.34,331.06,2.18,0.535,0.0072,0.4418,0.3966,0.0868,75.26,1.36,361.28,5.49,75.09,1.36,361.57,5.49
311,872.65,9.35,330.21,2.18,0.5351,0.0072,0.4422,0.3966,0.087,74.62,1.36,361.59,5.49,74.78,1.35,361.67,5.49
312,871.9,9.35,329.78,2.18,0.5355,0.0072,0.4422,0.396,0.0878,74.39,1.35,361.14,5.49,74.68,1.35,361.69,5.49
313,872.06,9.37,329.54,2.18,0.5353,0.0072,0.4422,0.3964,0.088,74.16,1.35,361.34,5.5,74.54,1.35,362.02,5.5
314,872.21,9.39,329.61,2.19,0.5356,0.0072,0.4422,0.3962,0.0888,74.26,1.35,362.21,5.52,74.48,1.35,361.27,5.5
315,871.98,9.38,329.56,2.19,0.536,0.0072,0.4426,0.3956,0.0896,74.43,1.36,361.77,5.51,74.33,1.35,361.45,5.5
316,873.01,9.4,329.74,2.19,0.5365,0.0072,0.4436,0.3952,0.0904,74.31,1.35,362.28,5.51,74.34,1.35,362.08,5.51
317,872.08,9.4,328.9,2.18,0.5369,0.0072,0.4438,0.3952,0.0908,73.81,1.35,361.92,5.51,74.03,1.34,362.32,5.51
318,871.02,9.4,328.04,2.18,0.5375,0.0072,0.444,0.3946,0.0914,73.41,1.34,362.19,5.51,73.64,1.34,361.78,5.5
319,871.64,9.43,327.38,2.18,0.538,0.0072,0.4442,0.3946,0.092,72.76,1.33,363.07,5.52,73.2,1.34,362.61,5.51
320,871.19,9.43,326.88,2.19,0.5383,0.0072,0.4444,0.3948,0.0922,72.77,1.34,362.98,5.52,72.67,1.33,362.77,5.51
321,870.75,9.42,326.59,2.18,0.5388,0.0072,0.4446,0.3944,0.0928,72.72,1.34,362.76,5.51,72.48,1.33,362.79,5.51
322,872.38,9.45,327.09,2.19,0.539,0.0072,0.445,0.394,0.0932,72.67,1.34,363.5,5.53,72.66,1.33,363.55,5.52
323,872.21,9.44,327.2,2.2,0.5392,0.0072,0.445,0.3944,0.0936,72.66,1.34,363.36,5.52,72.87,1.34,363.31,5.52
324,872.27,9.44,327.32,2.2,0.5391,0.0072,0.4454,0.3942,0.094,72.82,1.34,363.37,5.52,72.84,1.34,363.23,5.52
325,871.62,9.44,326.59,2.2,0.5394,0.0072,0.4456,0.3938,0.0944,72.36,1.34,363.48,5.52,72.55,1.33,363.23,5.52
326,871.76,9.45,326.42,2.19,0.5397,0.0072,0.4468,0.393,0.0952,72.2,1.33,363.67,5.52,72.44,1.33,363.46,5.52
327,870.61,9.43,325.91,2.19,0.5401,0.0072,0.4468,0.3922,0.0962,71.79,1.33,363.26,5.51,72.55,1.34,363.01,5.51
328,871.35,9.44,326.03,2.19,0.5403,0.0072,0.447,0.3922,0.0964,72.25,1.34,363.43,5.52,72.01,1.33,363.66,5.52
329,871.13,9.44,325.85,2.2,0.5407,0.0073,0.4472,0.3918,0.097,71.91,1.33,363.36,5.51,72.18,1.34,363.69,5.52
330,869.83,9.42,325.65,2.2,0.5409,0.0073,0.4476,0.3918,0.0974,72.05,1.34,362.96,5.51,72.2,1.34,362.61,5.5
331,868.97,9.43,324.69,2.19,0.5416,0.0073,0.448,0.391,0.0984,71.66,1.33,362.75,5.5,71.6,1.33,362.96,5.51
332,870.86,9.44,325.66,2.2,0.5419,0.0073,0.4486,0.3908,0.099,72.09,1.34,363.43,5.52,71.84,1.34,363.5,5.51
333,870.09,9.44,325.31,2.2,0.542,0.0073,0.4492,0.3908,0.099,71.69,1.34,363.27,5.52,72.02,1.34,363.1,5.51
334,870.6,9.42,326.14,2.21,0.5419,0.0073,0.4492,0.3908,0.099,72.43,1.35,362.7,5.51,72.23,1.34,363.25,5.51
335,870.13,9.42,325.8,2.2,0.5424,0.0073,0.4494,0.3906,0.0996,72.26,1.35,363.08,5.51,72.09,1.34,362.7,5.51
336,868.81,9.42,324.86,2.2,0.5428,0.0073,0.4502,0.3904,0.1002,71.64,1.34,362.62,5.51,71.91,1.34,362.65,5.51
337,867.59,9.42,324.14,2.19,0.5427,0.0073,0.4506,0.3906,0.1002,71.32,1.33,362.41,5.51,71.67,1.34,362.19,5.5
338,868.14,9.42,324.64,2.2,0.543,0.0073,0.4508,0.3902,0.1006,71.79,1.34,361.99,5.5,71.69,1.34,362.68,5.51
339,868.8,9.43,324.88,2.21,0.5432,0.0073,0.4512,0.3896,0.1012,71.71,1.35,362.75,5.51,71.87,1.34,362.47,5.51
340,869.35,9.42,325.5,2.22,0.5434,0.0073,0.4516,0.3888,0.102,72.13,1.36,362.63,5.51,72.08,1.35,362.51,5.5
341,869.12,9.41,325.61,2.22,0.5437,0.0073,0.4516,0.389,0.1024,72.15,1.36,362.22,5.5,72.29,1.35,362.46,5.5
342,870.78,9.41,326.45,2.23,0.5441,0.0073,0.452,0.3894,0.1024,72.44,1.36,362.89,5.51,72.57,1.36,362.88,5.51
343,870.52,9.4,326.45,2.23,0.5443,0.0073,0.4524,0.3894,0.1026,72.78,1.37,362.6,5.5,72.31,1.36,362.83,5.5
344,872.0,9.41,327.03,2.24,0.5448,0.0073,0.453,0.3892,0.1032,72.61,1.37,363.18,5.51,72.76,1.37,363.46,5.51
345,871.83,9.42,326.66,2.24,0.5452,0.0073,0.4534,0.3886,0.1038,72.44,1.37,363.34,5.52,72.49,1.37,363.56,5.51
346,870.74,9.42,325.97,2.24,0.5452,0.0073,0.454,0.3884,0.104,72.0,1.36,363.18,5.51,72.38,1.36,363.18,5.51
347,871.29,9.42,326.01,2.24,0.5455,0.0073,0.4544,0.3882,0.1044,72.28,1.37,363.11,5.51,71.97,1.36,363.93,5.51
348,872.33,9.45,325.95,2.24,0.5458,0.0073,0.4546,0.388,0.1048,71.91,1.36,364.3,5.52,71.91,1.36,364.22,5.52
349,872.0,9.45,325.52,2.23,0.5459,0.0073,0.4546,0.388,0.1048,71.5,1.35,364.43,5.53,71.86,1.36,364.22,5.52
350,873.72,9.47,326.04,2.24,0.5462,0.0073,0.455,0.3876,0.1052,71.82,1.36,365.45,5.54,71.66,1.36,364.78,5.52
351,874.62,9.48,326.28,2.24,0.5466,0.0073,0.4552,0.3874,0.1058,71.76,1.36,365.89,5.55,71.74,1.36,365.23,5.53
352,874.23,9.51,325.54,2.24,0.5466,0.0073,0.4552,0.3872,0.1062,71.12,1.35,365.94,5.55,71.53,1.35,365.65,5.54
353,874.97,9.51,326.01,2.24,0.5467,0.0073,0.4554,0.3878,0.1062,71.45,1.36,366.3,5.56,71.58,1.36,365.64,5.54
354,875.22,9.52,326.0,2.25,0.5467,0.0073,0.456,0.3878,0.1064,71.55,1.36,366.32,5.56,71.38,1.35,365.96,5.55
355,875.22,9.52,326.12,2.26,0.5472,0.0073,0.4566,0.3876,0.107,71.65,1.37,366.35,5.56,71.43,1.36,365.77,5.55
356,874.12,9.5,325.83,2.25,0.547,0.0073,0.4568,0.3876,0.107,71.5,1.36,365.38,5.54,71.56,1.36,365.68,5.54
357,873.27,9.48,325.7,2.26,0.5472,0.0073,0.4572,0.3876,0.1072,71.58,1.37,365.03,5.54,71.6,1.36,365.07,5.53
358,872.87,9.47,325.46,2.25,0.5479,0.0073,0.4572,0.3864,0.1084,71.44,1.36,365.01,5.53,71.55,1.36,364.88,5.53
359,874.05,9.5,325.63,2.25,0.5478,0.0073,0.4574,0.3864,0.1084,71.42,1.36,365.36,5.54,71.4,1.36,365.87,5.54
360,873.46,9.48,325.56,2.25,0.5479,0.0073,0.4582,0.3862,0.1086,71.55,1.37,365.07,5.53,71.38,1.36,365.47,5.54
361,872.12,9.45,325.25,2.25,0.5479,0.0073,0.4582,0.3862,0.1086,71.6,1.37,364.94,5.53,71.35,1.36,364.22,5.52
362,873.46,9.49,325.24,2.26,0.5482,0.0073,0.4584,0.386,0.109,71.3,1.37,366.04,5.55,71.2,1.36,364.92,5.52
363,873.58,9.5,325.06,2.26,0.5484,0.0073,0.4586,0.386,0.1094,71.13,1.37,365.45,5.54,71.09,1.36,365.9,5.54
364,874.48,9.53,324.87,2.26,0.5484,0.0073,0.4588,0.3862,0.1094,70.72,1.36,366.49,5.56,70.95,1.36,366.32,5.55
365,874.37,9.52,325.08,2.27,0.5486,0.0073,0.4588,0.3864,0.1098,71.0,1.37,366.03,5.55,70.98,1.36,366.36,5.55
366,873.76,9.52,324.85,2.27,0.5485,0.0073,0.459,0.3864,0.1098,70.89,1.37,366.08,5.55,70.99,1.36,365.81,5.55
367,872.42,9.5,324.21,2.26,0.5491,0.0073,0.459,0.3856,0.1108,70.81,1.36,365.08,5.53,70.67,1.36,365.86,5.54
