,pop_mean,pop_sem,eps_mean,eps_sem,het_mean,het_sem,p_het_1,p_het_0,p_pop0,s_wt_mean,s_wt_sem,s_mt_mean,s_mt_sem,a_wt_mean,a_wt_sem,a_mt_mean,a_mt_sem
209,1198.22,7.26,399.87,0.14,0.7166,0.0059,0.5376,0.2214,0.0,66.89,1.21,532.4,4.84,66.86,1.21,532.07,4.84
210,1199.87,7.27,400.12,0.14,0.7168,0.0059,0.5402,0.2218,0.0,66.64,1.21,533.2,4.84,66.9,1.22,533.14,4.85
211,1200.21,7.27,399.7,0.14,0.7172,0.0059,0.5432,0.222,0.0,66.51,1.21,533.76,4.84,66.35,1.21,533.59,4.85
212,1201.0,7.26,399.84,0.14,0.7175,0.0059,0.545,0.223,0.0,66.39,1.21,534.37,4.84,66.39,1.21,533.85,4.84
213,1202.32,7.27,399.88,0.14,0.7178,0.0059,0.5464,0.2232,0.0,66.21,1.21,534.93,4.84,66.19,1.21,534.99,4.85
214,1202.85,7.27,399.89,0.14,0.718,0.0059,0.5492,0.2236,0.0,66.06,1.21,535.55,4.84,66.17,1.22,535.06,4.85
215,1203.95,7.27,399.96,0.14,0.7184,0.0059,0.5508,0.224,0.0,65.91,1.21,536.06,4.85,66.05,1.22,535.93,4.85
216,1204.59,7.28,399.96,0.14,0.7183,0.0059,0.5532,0.2244,0.0,65.84,1.21,536.43,4.85,65.9,1.22,536.42,4.86
217,1205.24,7.28,400.04,0.14,0.7183,0.0059,0.5556,0.2248,0.0,65.79,1.21,536.75,4.85,65.84,1.22,536.85,4.86
218,1206.58,7.29,399.98,0.14,0.7187,0.0059,0.5572,0.225,0.0,65.58,1.21,537.44,4.85,65.54,1.22,538.03,4.87
219,1206.48,7.28,399.86,0.14,0.7188,0.0059,0.5588,0.2254,0.0,65.42,1.21,538.03,4.86,65.56,1.22,537.46,4.86
220,1207.77,7.29,399.88,0.14,0.7191,0.0059,0.5608,0.2262,0.0,65.34,1.21,538.64,4.86,65.24,1.21,538.54,4.87
221,1208.66,7.29,399.97,0.14,0.7194,0.0059,0.5622,0.2262,0.0,65.23,1.22,539.09,4.86,65.19,1.22,539.16,4.87
222,1209.22,7.3,399.98,0.14,0.7194,0.0059,0.5644,0.2268,0.0,65.12,1.22,539.51,4.86,65.11,1.22,539.48,4.87
223,1209.54,7.3,399.87,0.14,0.7197,0.0059,0.5668,0.2272,0.0,64.96,1.22,540.15,4.86,65.02,1.22,539.41,4.86
224,1210.13,7.3,399.87,0.14,0.7196,0.0059,0.5684,0.2272,0.0,64.84,1.22,540.41,4.87,64.94,1.22,539.93,4.87
225,1211.1,7.31,399.88,0.14,0.7198,0.0059,0.5706,0.2276,0.0,64.77,1.22,540.77,4.87,64.7,1.22,540.86,4.87
226,1211.7,7.31,399.68,0.14,0.7203,0.0059,0.5724,0.2276,0.0,64.65,1.22,541.41,4.86,64.36,1.22,541.29,4.87
227,1213.29,7.3,400.13,0.14,0.7207,0.0059,0.5742,0.2278,0.0,64.45,1.22,542.24,4.86,64.63,1.22,541.97,4.87
228,1213.83,7.31,399.88,0.14,0.7208,0.0059,0.576,0.2278,0.0,64.33,1.22,542.47,4.87,64.23,1.22,542.8,4.88
229,1214.25,7.3,399.87,0.13,0.7211,0.0059,0.5766,0.2282,0.0,64.15,1.22,543.19,4.87,64.26,1.22,542.64,4.87
230,1215.42,7.3,399.85,0.14,0.7216,0.0059,0.5782,0.2284,0.0,63.96,1.22,543.88,4.87,64.04,1.22,543.54,4.87
231,1216.49,7.31,399.9,0.14,0.7218,0.0059,0.5788,0.2286,0.0,63.87,1.22,544.45,4.87,63.84,1.22,544.33,4.88
232,1217.52,7.31,399.83,0.14,0.7222,0.0059,0.5806,0.2288,0.0,63.62,1.22,545.17,4.87,63.65,1.22,545.08,4.88
233,1217.71,7.31,399.84,0.13,0.7221,0.0059,0.5818,0.2288,0.0,63.58,1.22,545.54,4.87,63.64,1.22,544.95,4.88
234,1218.21,7.31,399.8,0.14,0.7222,0.0059,0.5834,0.229,0.0,63.53,1.22,545.89,4.87,63.47,1.22,545.33,4.88
235,1219.75,7.32,399.94,0.14,0.7224,0.0059,0.5844,0.2292,0.0,63.39,1.22,546.49,4.88,63.27,1.22,546.6,4.89
236,1219.43,7.33,399.76,0.14,0.7222,0.0059,0.5864,0.2292,0.0,63.39,1.22,546.49,4.88,63.14,1.22,546.4,4.88
237,1220.62,7.33,399.9,0.14,0.7225,0.0059,0.5874,0.2298,0.0,63.18,1.22,547.08,4.88,63.15,1.22,547.21,4.89
238,1221.54,7.33,399.92,0.14,0.7229,0.0059,0.5902,0.2304,0.0,62.99,1.22,547.77,4.88,63.06,1.22,547.72,4.89
239,1222.55,7.33,399.9,0.14,0.723,0.006,0.592,0.2308,0.0,62.87,1.22,548.19,4.88,62.81,1.22,548.67,4.89
240,1223.61,7.33,400.03,0.14,0.7235,0.006,0.5938,0.2308,0.0,62.75,1.22,549.06,4.88,62.75,1.22,549.05,4.89
241,1223.85,7.33,399.78,0.14,0.724,0.006,0.5954,0.231,0.0,62.62,1.22,549.49,4.88,62.47,1.22,549.26,4.89
242,1224.99,7.33,399.94,0.14,0.7241,0.006,0.596,0.2314,0.0,62.48,1.22,549.91,4.88,62.45,1.22,550.15,4.89
243,1224.86,7.34,399.87,0.13,0.7238,0.006,0.5976,0.232,0.0,62.53,1.22,549.8,4.88,62.35,1.22,550.19,4.9
244,1226.05,7.33,399.93,0.13,0.7243,0.006,0.599,0.2324,0.0,62.28,1.22,550.82,4.89,62.28,1.22,550.67,4.89
245,1226.16,7.33,399.87,0.14,0.7244,0.006,0.6008,0.2324,0.0,62.25,1.22,551.14,4.89,62.18,1.22,550.59,4.89
246,1227.59,7.34,400.06,0.14,0.7247,0.006,0.6038,0.2326,0.0,62.02,1.22,551.65,4.89,62.2,1.23,551.71,4.9
247,1227.55,7.33,399.98,0.14,0.7249,0.006,0.6042,0.233,0.0,61.97,1.22,551.98,4.89,62.15,1.23,551.45,4.89
248,1228.13,7.33,399.99,0.13,0.7249,0.006,0.6066,0.2334,0.0,61.91,1.22,552.27,4.89,62.04,1.23,551.91,4.89
249,1229.6,7.35,399.89,0.14,0.7253,0.006,0.6078,0.234,0.0,61.78,1.22,552.83,4.89,61.54,1.22,553.44,4.9
250,1229.54,7.34,399.81,0.13,0.7257,0.006,0.6084,0.2342,0.0,61.61,1.22,553.3,4.89,61.62,1.22,553.01,4.9
251,1230.31,7.34,399.9,0.14,0.726,0.006,0.61,0.2342,0.0,61.57,1.22,553.68,4.89,61.52,1.22,553.53,4.9
252,1230.75,7.34,400.0,0.14,0.726,0.006,0.6106,0.2342,0.0,61.52,1.22,553.73,4.89,61.56,1.23,553.95,4.9
253,1230.8,7.34,399.79,0.14,0.726,0.006,0.612,0.2348,0.0,61.48,1.22,554.0,4.89,61.31,1.22,554.02,4.9
254,1232.66,7.35,400.17,0.14,0.7263,0.006,0.6132,0.2352,0.0,61.26,1.22,554.81,4.89,61.42,1.23,555.17,4.91
255,1231.95,7.34,399.75,0.13,0.7265,0.006,0.6144,0.2354,0.0,61.17,1.22,555.23,4.89,61.18,1.22,554.37,4.89
256,1232.76,7.34,399.8,0.13,0.7268,0.006,0.6156,0.2356,0.0,61.12,1.22,555.45,4.89,61.03,1.23,555.16,4.9
257,1234.1,7.34,400.15,0.14,0.727,0.006,0.6168,0.236,0.0,61.0,1.22,555.91,4.89,61.17,1.23,556.02,4.9
258,1234.84,7.35,400.22,0.14,0.7272,0.006,0.6186,0.236,0.0,60.97,1.22,556.08,4.89,61.04,1.23,556.75,4.91
259,1234.67,7.34,400.01,0.14,0.7275,0.006,0.6196,0.236,0.0,60.86,1.22,556.6,4.89,60.94,1.23,556.28,4.9
260,1235.67,7.33,400.15,0.14,0.7278,0.006,0.6208,0.236,0.0,60.68,1.22,557.24,4.89,60.96,1.23,556.79,4.9
261,1236.09,7.35,399.95,0.14,0.7279,0.006,0.6216,0.2364,0.0,60.58,1.22,557.4,4.89,60.65,1.23,557.45,4.9
262,1236.69,7.35,400.2,0.13,0.7278,0.006,0.6234,0.2364,0.0,60.58,1.22,557.52,4.89,60.79,1.23,557.8,4.91
263,1236.57,7.34,399.86,0.13,0.728,0.006,0.6238,0.2366,0.0,60.42,1.22,558.14,4.89,60.54,1.23,557.48,4.9
264,1237.26,7.34,399.88,0.13,0.7281,0.006,0.625,0.2368,0.0,60.4,1.22,558.4,4.9,60.35,1.23,558.1,4.9
265,1237.43,7.35,399.71,0.14,0.7282,0.006,0.6258,0.237,0.0,60.2,1.22,558.97,4.9,60.26,1.23,557.99,4.9
266,1238.2,7.34,399.78,0.13,0.7287,0.006,0.6268,0.237,0.0,60.16,1.22,559.27,4.89,60.14,1.23,558.63,4.89
267,1239.75,7.34,400.12,0.14,0.7288,0.006,0.6274,0.237,0.0,60.01,1.22,559.88,4.89,60.23,1.23,559.63,4.9
268,1239.75,7.35,400.05,0.13,0.7288,0.006,0.6282,0.237,0.0,59.99,1.22,559.95,4.89,60.16,1.23,559.64,4.9
269,1240.06,7.35,399.98,0.14,0.7287,0.006,0.6294,0.237,0.0,59.9,1.22,560.25,4.9,60.06,1.23,559.86,4.9
270,1240.09,7.35,399.83,0.13,0.7287,0.006,0.63,0.2372,0.0,59.88,1.22,560.34,4.9,59.87,1.23,560.01,4.91
271,1241.39,7.35,400.12,0.13,0.729,0.006,0.6308,0.2376,0.0,59.79,1.22,560.92,4.9,59.91,1.23,560.78,4.91
272,1241.48,7.36,399.99,0.13,0.729,0.006,0.6314,0.2376,0.0,59.71,1.22,561.02,4.9,59.78,1.23,560.97,4.91
273,1241.4,7.35,399.87,0.14,0.7293,0.006,0.632,0.2384,0.0,59.62,1.22,561.45,4.9,59.74,1.23,560.59,4.9
274,1242.14,7.36,399.85,0.14,0.7294,0.006,0.6332,0.2384,0.0,59.6,1.22,561.51,4.9,59.49,1.23,561.53,4.91
275,1242.14,7.36,399.66,0.14,0.7296,0.006,0.6346,0.2386,0.0,59.5,1.22,561.8,4.9,59.33,1.23,561.5,4.91
276,1243.76,7.36,400.2,0.13,0.7297,0.006,0.6358,0.2386,0.0,59.48,1.23,562.21,4.9,59.53,1.23,562.54,4.91
277,1243.39,7.35,399.92,0.14,0.7298,0.006,0.636,0.2386,0.0,59.33,1.23,562.5,4.9,59.44,1.23,562.13,4.91
278,1244.18,7.36,400.01,0.13,0.7297,0.006,0.6372,0.2386,0.0,59.29,1.23,562.63,4.9,59.33,1.23,562.93,4.91
279,1244.16,7.36,399.75,0.13,0.7298,0.006,0.6386,0.2388,0.0,59.17,1.23,563.1,4.9,59.12,1.23,562.77,4.91
280,1245.5,7.37,399.99,0.14,0.73,0.006,0.6398,0.2394,0.0,59.13,1.23,563.4,4.9,59.02,1.23,563.94,4.92
281,1245.89,7.36,399.97,0.13,0.7303,0.006,0.641,0.2396,0.0,59.02,1.23,563.94,4.9,58.97,1.23,563.95,4.91
282,1246.24,7.37,399.83,0.14,0.7303,0.006,0.6418,0.2396,0.0,58.84,1.23,564.31,4.9,58.86,1.23,564.24,4.92
283,1246.86,7.36,399.92,0.13,0.7306,0.006,0.6424,0.2402,0.0,58.7,1.22,564.81,4.9,58.9,1.23,564.44,4.91
284,1248.37,7.36,400.18,0.14,0.7309,0.006,0.6436,0.2402,0.0,58.6,1.22,565.37,4.9,58.84,1.23,565.56,4.92
285,1248.8,7.37,400.05,0.13,0.7311,0.006,0.644,0.2402,0.0,58.51,1.23,565.75,4.9,58.63,1.23,565.92,4.92
286,1248.83,7.37,400.01,0.14,0.7311,0.006,0.6454,0.2404,0.0,58.57,1.23,565.64,4.91,58.5,1.23,566.11,4.92
287,1248.71,7.37,399.83,0.13,0.731,0.006,0.6462,0.2404,0.0,58.54,1.23,565.84,4.91,58.32,1.23,566.0,4.92
288,1249.1,7.37,400.08,0.14,0.7311,0.006,0.6464,0.2404,0.0,58.47,1.23,565.87,4.91,58.6,1.23,566.16,4.92
289,1249.5,7.36,400.0,0.14,0.7313,0.006,0.6474,0.2404,0.0,58.33,1.23,566.59,4.91,58.5,1.23,566.07,4.91
290,1249.94,7.37,399.95,0.14,0.7315,0.006,0.6482,0.2404,0.0,58.29,1.23,566.75,4.91,58.33,1.23,566.57,4.92
291,1251.08,7.37,400.14,0.14,0.7316,0.006,0.6494,0.2404,0.0,58.17,1.23,567.32,4.91,58.32,1.23,567.27,4.92
292,1250.73,7.36,399.95,0.14,0.7318,0.006,0.6502,0.2406,0.0,58.15,1.23,567.36,4.91,58.2,1.23,567.01,4.91
293,1251.49,7.36,400.07,0.13,0.732,0.006,0.6512,0.2408,0.0,58.08,1.23,567.86,4.91,58.18,1.23,567.37,4.92
294,1252.46,7.37,400.21,0.13,0.732,0.006,0.652,0.2414,0.0,58.04,1.23,567.89,4.91,58.09,1.23,568.43,4.92
295,1251.59,7.37,399.79,0.13,0.732,0.006,0.6534,0.2414,0.0,57.97,1.23,567.95,4.91,57.89,1.23,567.79,4.92
296,1252.58,7.37,400.03,0.13,0.7323,0.006,0.6542,0.2414,0.0,57.89,1.23,568.32,4.91,57.96,1.23,568.42,4.92
297,1252.79,7.37,399.95,0.14,0.7323,0.006,0.655,0.2416,0.0,57.76,1.23,568.69,4.91,57.91,1.23,568.44,4.92
298,1252.93,7.37,399.8,0.13,0.7325,0.006,0.6554,0.2416,0.0,57.7,1.23,569.0,4.91,57.72,1.23,568.51,4.92
299,1254.18,7.38,400.05,0.13,0.7326,0.0061,0.6568,0.2418,0.0,57.66,1.23,569.32,4.91,57.69,1.23,569.51,4.92
300,1253.38,7.38,399.68,0.13,0.7325,0.0061,0.6572,0.2422,0.0,57.65,1.23,569.21,4.91,57.47,1.23,569.06,4.92
301,1254.22,7.38,399.94,0.13,0.7325,0.0061,0.658,0.2422,0.0,57.55,1.23,569.53,4.92,57.63,1.23,569.51,4.93
302,1254.42,7.38,399.9,0.13,0.7327,0.0061,0.6588,0.2424,0.0,57.51,1.23,569.86,4.91,57.55,1.23,569.5,4.92
303,1255.09,7.38,399.88,0.13,0.733,0.0061,0.6592,0.2424,0.0,57.44,1.23,570.24,4.91,57.37,1.23,570.04,4.92
304,1254.32,7.37,399.65,0.13,0.733,0.0061,0.6606,0.2424,0.0,57.41,1.23,570.14,4.91,57.35,1.23,569.41,4.92
305,1255.47,7.37,399.9,0.13,0.7333,0.0061,0.6606,0.2424,0.0,57.28,1.23,570.69,4.91,57.44,1.23,570.06,4.92
306,1255.96,7.37,399.94,0.13,0.7335,0.0061,0.6614,0.2424,0.0,57.27,1.23,570.84,4.91,57.33,1.23,570.52,4.92
307,1256.21,7.38,399.85,0.13,0.7335,0.0061,0.6626,0.2426,0.0,57.2,1.23,571.13,4.91,57.19,1.23,570.69,4.92
308,1256.85,7.37,399.97,0.13,0.7337,0.0061,0.6638,0.2426,0.0,57.12,1.23,571.51,4.91,57.23,1.23,570.99,4.92
309,1257.58,7.37,399.99,0.13,0.734,0.0061,0.6644,0.2432,0.0,56.98,1.23,571.92,4.91,57.14,1.23,571.54,4.92
310,1258.02,7.38,399.91,0.13,0.734,0.0061,0.6652,0.2434,0.0,56.96,1.23,572.14,4.91,56.92,1.23,572.0,4.92
311,1258.78,7.38,399.86,0.13,0.7344,0.0061,0.6658,0.2436,0.0,56.83,1.23,572.72,4.91,56.73,1.23,572.51,4.92
312,1259.9,7.39,399.93,0.13,0.7347,0.0061,0.6662,0.2438,0.0,56.69,1.23,572.98,4.91,56.58,1.23,573.64,4.93
313,1259.16,7.38,399.87,0.13,0.7346,0.0061,0.6666,0.2438,0.0,56.72,1.23,572.8,4.91,56.73,1.23,572.92,4.92
314,1259.14,7.37,399.9,0.14,0.7346,0.0061,0.6672,0.2438,0.0,56.67,1.23,573.14,4.91,56.81,1.23,572.51,4.92
315,1260.44,7.38,400.17,0.13,0.7348,0.0061,0.6682,0.2438,0.0,56.56,1.23,573.41,4.91,56.85,1.24,573.62,4.93
316,1260.09,7.37,399.73,0.13,0.7351,0.0061,0.669,0.244,0.0,56.52,1.23,573.92,4.91,56.42,1.23,573.23,4.92
317,1260.75,7.37,399.91,0.13,0.7352,0.0061,0.67,0.2442,0.0,56.46,1.23,574.02,4.91,56.51,1.23,573.77,4.92
318,1261.19,7.38,399.86,0.14,0.7352,0.0061,0.671,0.2444,0.0,56.5,1.23,574.13,4.91,56.25,1.23,574.31,4.93
319,1261.67,7.38,400.01,0.13,0.7353,0.0061,0.672,0.2444,0.0,56.38,1.23,574.33,4.91,56.41,1.23,574.55,4.92
320,1262.06,7.38,399.95,0.13,0.7353,0.0061,0.6728,0.2446,0.0,56.3,1.23,574.65,4.92,56.28,1.23,574.83,4.93
321,1262.72,7.38,400.15,0.14,0.7354,0.0061,0.6734,0.2446,0.0,56.23,1.23,574.84,4.92,56.4,1.24,575.25,4.93
322,1262.94,7.38,400.17,0.14,0.7355,0.0061,0.674,0.2448,0.0,56.27,1.23,574.72,4.91,56.32,1.24,575.64,4.93
323,1262.37,7.38,399.78,0.13,0.7355,0.0061,0.6754,0.2452,0.0,56.12,1.23,575.11,4.92,56.14,1.23,575.01,4.93
324,1263.01,7.38,399.89,0.13,0.7357,0.0061,0.6756,0.2452,0.0,56.11,1.23,575.6,4.92,56.07,1.23,575.23,4.93
325,1263.83,7.38,400.07,0.13,0.7359,0.0061,0.6768,0.2452,0.0,56.06,1.23,575.67,4.92,56.09,1.23,576.01,4.93
326,1263.67,7.38,399.96,0.13,0.736,0.0061,0.6776,0.2454,0.0,55.99,1.23,575.93,4.92,56.07,1.23,575.67,4.93
327,1263.51,7.38,399.72,0.13,0.7361,0.0061,0.6778,0.2454,0.0,55.97,1.23,575.87,4.92,55.82,1.23,575.86,4.93
328,1263.93,7.39,399.86,0.13,0.7359,0.0061,0.6784,0.2458,0.0,55.95,1.23,576.14,4.92,55.89,1.23,575.96,4.93
329,1265.0,7.39,400.07,0.13,0.736,0.0061,0.6792,0.2458,0.0,55.88,1.23,576.5,4.92,55.88,1.23,576.74,4.93
330,1264.93,7.38,399.93,0.13,0.7363,0.0061,0.6796,0.2458,0.0,55.76,1.23,576.75,4.92,55.84,1.23,576.59,4.93
331,1265.93,7.39,400.17,0.13,0.7363,0.0061,0.68,0.2458,0.0,55.72,1.23,576.99,4.92,55.87,1.24,577.35,4.93
332,1265.54,7.39,399.93,0.13,0.7363,0.0061,0.6808,0.2458,0.0,55.69,1.23,577.15,4.92,55.7,1.23,576.99,4.93
333,1265.8,7.39,400.02,0.13,0.7364,0.0061,0.6816,0.2462,0.0,55.69,1.23,577.17,4.92,55.74,1.24,577.19,4.93
334,1265.72,7.38,400.03,0.14,0.7364,0.0061,0.6824,0.2462,0.0,55.65,1.23,577.3,4.92,55.82,1.24,576.96,4.93
335,1265.61,7.38,399.92,0.13,0.7363,0.0061,0.6826,0.2462,0.0,55.67,1.23,577.34,4.92,55.68,1.24,576.92,4.93
336,1266.09,7.38,399.9,0.13,0.7365,0.0061,0.6836,0.2462,0.0,55.52,1.23,577.83,4.92,55.65,1.23,577.1,4.93
337,1266.45,7.39,399.91,0.13,0.7366,0.0061,0.6842,0.2466,0.0,55.49,1.23,577.8,4.92,55.58,1.23,577.58,4.93
338,1267.08,7.39,399.99,0.13,0.7366,0.0061,0.6848,0.2466,0.0,55.53,1.23,577.85,4.92,55.44,1.23,578.26,4.93
339,1267.84,7.4,400.05,0.13,0.7368,0.0061,0.6854,0.2466,0.0,55.35,1.23,578.19,4.92,55.43,1.23,578.87,4.94
340,1267.43,7.39,399.77,0.13,0.737,0.0061,0.6862,0.2468,0.0,55.31,1.23,578.54,4.92,55.24,1.23,578.34,4.93
341,1267.54,7.39,399.8,0.13,0.7371,0.0061,0.687,0.2468,0.0,55.28,1.23,578.57,4.92,55.27,1.23,578.42,4.93
342,1267.7,7.38,399.89,0.13,0.7371,0.0061,0.6876,0.2468,0.0,55.29,1.23,578.64,4.92,55.34,1.23,578.44,4.93
343,1268.07,7.39,399.93,0.13,0.7371,0.0061,0.6882,0.2474,0.0,55.25,1.23,578.89,4.92,55.29,1.23,578.64,4.93
344,1269.27,7.39,400.21,0.13,0.7372,0.0061,0.6886,0.2476,0.0,55.21,1.23,579.16,4.92,55.31,1.23,579.59,4.94
345,1268.7,7.39,400.03,0.14,0.7372,0.0061,0.6892,0.2478,0.0,55.21,1.23,579.05,4.92,55.27,1.24,579.17,4.93
346,1268.62,7.39,399.88,0.13,0.7374,0.0061,0.6898,0.2478,0.0,55.18,1.23,579.18,4.92,55.13,1.23,579.13,4.93
347,1268.16,7.38,399.67,0.13,0.7374,0.0061,0.6904,0.2478,0.0,55.13,1.23,579.31,4.92,55.05,1.23,578.67,4.92
348,1268.94,7.38,400.03,0.13,0.7375,0.0061,0.6914,0.2478,0.0,55.09,1.23,579.5,4.92,55.3,1.24,579.05,4.93
349,1269.01,7.39,399.82,0.13,0.7374,0.0061,0.6914,0.2478,0.0,55.12,1.23,579.45,4.92,54.97,1.23,579.47,4.93
350,1269.59,7.39,399.94,0.13,0.7376,0.0061,0.6914,0.2478,0.0,55.04,1.23,579.79,4.92,55.01,1.23,579.74,4.93
351,1270.04,7.39,399.96,0.13,0.7376,0.0061,0.6914,0.2478,0.0,54.99,1.23,579.88,4.92,54.95,1.23,580.22,4.93
352,1269.56,7.39,399.83,0.13,0.7375,0.0061,0.6916,0.248,0.0,54.96,1.23,580.13,4.92,54.95,1.23,579.51,4.93
353,1269.78,7.39,399.69,0.13,0.7376,0.0061,0.6924,0.248,0.0,54.9,1.23,580.23,4.92,54.77,1.23,579.89,4.93
354,1270.27,7.39,400.06,0.13,0.7376,0.0061,0.693,0.2484,0.0,54.9,1.23,580.29,4.92,55.09,1.24,579.99,4.93
355,1270.95,7.38,400.28,0.14,0.7377,0.0061,0.6932,0.2484,0.0,54.89,1.23,580.68,4.93,55.16,1.24,580.21,4.93
356,1271.36,7.39,400.0,0.13,0.7378,0.0061,0.6936,0.2484,0.0,54.76,1.23,580.9,4.92,54.79,1.23,580.92,4.94
357,1271.23,7.39,399.8,0.13,0.738,0.0061,0.6938,0.2486,0.0,54.63,1.23,581.21,4.92,54.69,1.23,580.7,4.93
358,1272.26,7.39,400.05,0.13,0.7381,0.0061,0.6944,0.2486,0.0,54.64,1.23,581.35,4.92,54.68,1.24,581.6,4.93
359,1272.97,7.4,400.2,0.13,0.7381,0.0061,0.6948,0.2486,0.0,54.6,1.23,581.64,4.93,54.68,1.24,582.04,4.94
360,1272.36,7.39,399.99,0.13,0.7382,0.0061,0.6952,0.2486,0.0,54.56,1.23,581.5,4.92,54.64,1.24,581.67,4.94
361,1272.84,7.39,399.98,0.13,0.7383,0.0061,0.6958,0.2486,0.0,54.5,1.23,581.97,4.92,54.53,1.24,581.84,4.93
362,1273.22,7.4,400.01,0.13,0.7384,0.0061,0.6964,0.2486,0.0,54.45,1.23,582.27,4.93,54.49,1.24,582.01,4.94
363,1272.89,7.39,399.8,0.13,0.7386,0.0061,0.697,0.2488,0.0,54.4,1.23,582.23,4.92,54.37,1.23,581.89,4.93
364,1272.94,7.39,399.77,0.13,0.7386,0.0061,0.6978,0.2488,0.0,54.39,1.23,582.49,4.93,54.32,1.23,581.75,4.93
365,1274.17,7.4,399.97,0.13,0.7387,0.0061,0.6992,0.2488,0.0,54.36,1.23,582.49,4.92,54.22,1.23,583.09,4.94
366,1274.14,7.4,399.9,0.13,0.7388,0.0061,0.6994,0.249,0.0,54.26,1.23,582.91,4.92,54.23,1.23,582.74,4.93
367,1273.94,7.39,399.87,0.13,0.7389,0.0061,0.7002,0.249,0.0,54.21,1.23,582.99,4.93,54.3,1.24,582.44,4.93
368,1274.05,7.39,400.0,0.13,0.7389,0.0061,0.7002,0.2492,0.0,54.28,1.23,582.66,4.92,54.37,1.24,582.74,4.93
369,1274.57,7.39,399.93,0.13,0.739,0.0061,0.7006,0.2496,0.0,54.19,1.23,583.1,4.92,54.2,1.23,583.08,4.93
370,1274.97,7.4,399.96,0.13,0.7391,0.0061,0.7016,0.2498,0.0,54.13,1.23,583.24,4.92,54.15,1.23,583.44,4.94
371,1274.85,7.4,399.93,0.13,0.739,0.0061,0.7022,0.2498,0.0,54.12,1.23,583.23,4.93,54.17,1.24,583.34,4.94
372,1274.95,7.4,399.8,0.13,0.739,0.0061,0.7024,0.2498,0.0,54.18,1.23,583.24,4.93,53.91,1.23,583.62,4.94
373,1275.5,7.4,400.05,0.13,0.7391,0.0061,0.7024,0.2498,0.0,54.08,1.23,583.38,4.93,54.15,1.24,583.9,4.94
374,1275.18,7.4,399.81,0.13,0.7391,0.0061,0.7028,0.2498,0.0,54.06,1.23,583.71,4.93,53.96,1.23,583.44,4.94
375,1276.22,7.4,400.1,0.13,0.7391,0.0061,0.7034,0.2498,0.0,54.03,1.23,583.66,4.93,54.02,1.23,584.5,4.94
376,1275.28,7.39,399.85,0.13,0.7392,0.0061,0.7038,0.2498,0.0,54.03,1.23,583.81,4.93,54.0,1.24,583.43,4.93
377,1275.81,7.4,399.98,0.13,0.7391,0.0061,0.7042,0.2498,0.0,54.0,1.23,583.95,4.93,54.03,1.24,583.83,4.94
378,1276.39,7.4,400.11,0.13,0.7393,0.0061,0.7054,0.25,0.0,53.93,1.23,584.16,4.93,54.08,1.24,584.21,4.94
379,1276.73,7.41,400.01,0.13,0.7393,0.0061,0.7058,0.25,0.0,53.86,1.23,584.26,4.93,53.92,1.24,584.7,4.94
380,1276.94,7.41,400.1,0.13,0.7392,0.0061,0.7066,0.25,0.0,53.89,1.23,584.02,4.93,53.93,1.24,585.1,4.95
381,1276.12,7.4,399.95,0.13,0.7391,0.0061,0.7068,0.25,0.0,53.91,1.23,584.29,4.93,53.98,1.24,583.94,4.94
382,1275.42,7.4,399.6,0.13,0.739,0.0061,0.7068,0.25,0.0,53.87,1.23,584.34,4.93,53.78,1.23,583.43,4.93
383,1276.42,7.4,399.92,0.13,0.7392,0.0061,0.707,0.25,0.0,53.83,1.23,584.52,4.93,53.93,1.24,584.15,4.94
384,1277.45,7.41,400.16,0.13,0.7392,0.0061,0.707,0.2502,0.0,53.83,1.23,584.25,4.93,53.9,1.24,585.47,4.95
385,1276.68,7.4,399.93,0.13,0.7393,0.0061,0.7072,0.2502,0.0,53.75,1.23,584.63,4.93,53.93,1.24,584.37,4.94
386,1277.72,7.41,400.03,0.13,0.7393,0.0061,0.7074,0.2502,0.0,53.78,1.23,585.01,4.93,53.68,1.23,585.24,4.95
387,1276.93,7.41,399.76,0.13,0.7392,0.0061,0.708,0.2502,0.0,53.71,1.23,584.93,4.93,53.66,1.23,584.64,4.94
388,1277.74,7.41,400.17,0.13,0.7392,0.0061,0.7084,0.2502,0.0,53.72,1.23,584.97,4.94,53.92,1.24,585.12,4.95
389,1277.02,7.41,399.68,0.13,0.7392,0.0061,0.709,0.2502,0.0,53.73,1.24,585.1,4.94,53.5,1.23,584.69,4.94
390,1277.6,7.42,399.81,0.13,0.7392,0.0061,0.7096,0.2502,0.0,53.66,1.23,585.16,4.94,53.56,1.24,585.21,4.95
391,1278.15,7.41,400.01,0.13,0.7393,0.0061,0.7104,0.2502,0.0,53.64,1.23,585.22,4.94,53.66,1.24,585.64,4.95
392,1278.47,7.41,400.06,0.13,0.7394,0.0061,0.7106,0.2504,0.0,53.56,1.23,585.54,4.94,53.69,1.24,585.67,4.95
393,1278.25,7.41,399.98,0.13,0.7395,0.0061,0.7112,0.2504,0.0,53.59,1.23,585.28,4.93,53.63,1.24,585.75,4.95
394,1278.44,7.41,399.97,0.13,0.7396,0.0061,0.7116,0.2504,0.0,53.57,1.23,585.73,4.94,53.58,1.24,585.57,4.94
395,1278.62,7.41,399.99,0.13,0.7396,0.0061,0.712,0.2508,0.0,53.56,1.23,585.79,4.94,53.55,1.24,585.72,4.95
